image_path,annotation_path,city,width,height,crs,transform_json
data\raw\Shanghai\images\SN3_roads_train_AOI_4_Shanghai_PS-RGB_img1708.tif,data\raw\Shanghai\mask\SN3_roads_train_AOI_4_Shanghai_PS-RGB_img1708.png,Shanghai,1300,1300,EPSG:4326,"[2.7000000000043656e-06, 0.0, 121.7270592, 0.0, -2.6999999999988997e-06, 31.2277059001]"
data\raw\Shanghai\images\SN3_roads_train_AOI_4_Shanghai_PS-RGB_img1709.tif,data\raw\Shanghai\mask\SN3_roads_train_AOI_4_Shanghai_PS-RGB_img1709.png,Shanghai,1300,1300,EPSG:4326,"[2.7000000000043656e-06, 0.0, 121.7270592, 0.0, -2.7000000000016326e-06, 31.2312159001]"
data\raw\Shanghai\images\SN3_roads_train_AOI_4_Shanghai_PS-RGB_img1711.tif,data\raw\Shanghai\mask\SN3_roads_train_AOI_4_Shanghai_PS-RGB_img1711.png,Shanghai,1300,1300,EPSG:4326,"[2.7000000000043656e-06, 0.0, 121.7270592, 0.0, -2.7000000000016326e-06, 31.2382359001]"
data\raw\Shanghai\images\SN3_roads_train_AOI_4_Shanghai_PS-RGB_img1712.tif,data\raw\Shanghai\mask\SN3_roads_train_AOI_4_Shanghai_PS-RGB_img1712.png,Shanghai,1300,1300,EPSG:4326,"[2.7000000000043656e-06, 0.0, 121.7270592, 0.0, -2.6999999999988997e-06, 31.2417459001]"
data\raw\Shanghai\images\SN3_roads_train_AOI_4_Shanghai_PS-RGB_img1716.tif,data\raw\Shanghai\mask\SN3_roads_train_AOI_4_Shanghai_PS-RGB_img1716.png,Shanghai,1300,1300,EPSG:4326,"[2.7000000000043656e-06, 0.0, 121.7270592, 0.0, -2.7000000000016326e-06, 31.2557859001]"
data\raw\Shanghai\images\SN3_roads_train_AOI_4_Shanghai_PS-RGB_img1718.tif,data\raw\Shanghai\mask\SN3_roads_train_AOI_4_Shanghai_PS-RGB_img1718.png,Shanghai,1300,1300,EPSG:4326,"[2.7000000000043656e-06, 0.0, 121.7270592, 0.0, -2.6999999999988997e-06, 31.2628059001]"
data\raw\Shanghai\images\SN3_roads_train_AOI_4_Shanghai_PS-RGB_img1720.tif,data\raw\Shanghai\mask\SN3_roads_train_AOI_4_Shanghai_PS-RGB_img1720.png,Shanghai,1300,1300,EPSG:4326,"[2.7000000000043656e-06, 0.0, 121.7270592, 0.0, -2.6999999999988997e-06, 31.2698259001]"
data\raw\Shanghai\images\SN3_roads_train_AOI_4_Shanghai_PS-RGB_img1722.tif,data\raw\Shanghai\mask\SN3_roads_train_AOI_4_Shanghai_PS-RGB_img1722.png,Shanghai,1300,1300,EPSG:4326,"[2.7000000000043656e-06, 0.0, 121.7270592, 0.0, -2.6999999999988997e-06, 31.2768459001]"
data\raw\Shanghai\images\SN3_roads_train_AOI_4_Shanghai_PS-RGB_img1725.tif,data\raw\Shanghai\mask\SN3_roads_train_AOI_4_Shanghai_PS-RGB_img1725.png,Shanghai,1300,1300,EPSG:4326,"[2.7000000000043656e-06, 0.0, 121.7270592, 0.0, -2.6999999999988997e-06, 31.2873759001]"
data\raw\Shanghai\images\SN3_roads_train_AOI_4_Shanghai_PS-RGB_img1726.tif,data\raw\Shanghai\mask\SN3_roads_train_AOI_4_Shanghai_PS-RGB_img1726.png,Shanghai,1300,1300,EPSG:4326,"[2.7000000000043656e-06, 0.0, 121.7270592, 0.0, -2.6999999999988997e-06, 31.3540659]"
data\raw\Shanghai\images\SN3_roads_train_AOI_4_Shanghai_PS-RGB_img1727.tif,data\raw\Shanghai\mask\SN3_roads_train_AOI_4_Shanghai_PS-RGB_img1727.png,Shanghai,1300,1300,EPSG:4326,"[2.7000000000043656e-06, 0.0, 121.7270592, 0.0, -2.7000000000016326e-06, 31.3575759]"
data\raw\Shanghai\images\SN3_roads_train_AOI_4_Shanghai_PS-RGB_img1729.tif,data\raw\Shanghai\mask\SN3_roads_train_AOI_4_Shanghai_PS-RGB_img1729.png,Shanghai,1300,1300,EPSG:4326,"[2.7000000000043656e-06, 0.0, 121.7270592, 0.0, -2.7000000000016326e-06, 31.3645959]"
data\raw\Shanghai\images\SN3_roads_train_AOI_4_Shanghai_PS-RGB_img173.tif,data\raw\Shanghai\mask\SN3_roads_train_AOI_4_Shanghai_PS-RGB_img173.png,Shanghai,1300,1300,EPSG:4326,"[2.699999999993434e-06, 0.0, 121.6077192, 0.0, -2.7000000000016326e-06, 31.2908859001]"
data\raw\Shanghai\images\SN3_roads_train_AOI_4_Shanghai_PS-RGB_img1730.tif,data\raw\Shanghai\mask\SN3_roads_train_AOI_4_Shanghai_PS-RGB_img1730.png,Shanghai,1300,1300,EPSG:4326,"[2.7000000000043656e-06, 0.0, 121.7270592, 0.0, -2.6999999999988997e-06, 31.3681059]"
data\raw\Shanghai\images\SN3_roads_train_AOI_4_Shanghai_PS-RGB_img1731.tif,data\raw\Shanghai\mask\SN3_roads_train_AOI_4_Shanghai_PS-RGB_img1731.png,Shanghai,1300,1300,EPSG:4326,"[2.7000000000043656e-06, 0.0, 121.7270592, 0.0, -2.6999999999988997e-06, 31.3716159]"
data\raw\Shanghai\images\SN3_roads_train_AOI_4_Shanghai_PS-RGB_img1732.tif,data\raw\Shanghai\mask\SN3_roads_train_AOI_4_Shanghai_PS-RGB_img1732.png,Shanghai,1300,1300,EPSG:4326,"[2.7000000000043656e-06, 0.0, 121.7270592, 0.0, -2.7000000000016326e-06, 31.3751259]"
data\raw\Shanghai\images\SN3_roads_train_AOI_4_Shanghai_PS-RGB_img1735.tif,data\raw\Shanghai\mask\SN3_roads_train_AOI_4_Shanghai_PS-RGB_img1735.png,Shanghai,1300,1300,EPSG:4326,"[2.7000000000043656e-06, 0.0, 121.7270592, 0.0, -2.6999999999988997e-06, 31.3856559]"
data\raw\Shanghai\images\SN3_roads_train_AOI_4_Shanghai_PS-RGB_img1737.tif,data\raw\Shanghai\mask\SN3_roads_train_AOI_4_Shanghai_PS-RGB_img1737.png,Shanghai,1300,1300,EPSG:4326,"[2.7000000000043656e-06, 0.0, 121.7270592, 0.0, -2.7000000000016326e-06, 31.3926759]"
data\raw\Shanghai\images\SN3_roads_train_AOI_4_Shanghai_PS-RGB_img1739.tif,data\raw\Shanghai\mask\SN3_roads_train_AOI_4_Shanghai_PS-RGB_img1739.png,Shanghai,1300,1300,EPSG:4326,"[2.7000000000043656e-06, 0.0, 121.7270592, 0.0, -2.7000000000016326e-06, 31.3996959]"
data\raw\Shanghai\images\SN3_roads_train_AOI_4_Shanghai_PS-RGB_img1741.tif,data\raw\Shanghai\mask\SN3_roads_train_AOI_4_Shanghai_PS-RGB_img1741.png,Shanghai,1300,1300,EPSG:4326,"[2.7000000000043656e-06, 0.0, 121.7270592, 0.0, -2.6999999999988997e-06, 31.4067159]"
data\raw\Shanghai\images\SN3_roads_train_AOI_4_Shanghai_PS-RGB_img1745.tif,data\raw\Shanghai\mask\SN3_roads_train_AOI_4_Shanghai_PS-RGB_img1745.png,Shanghai,1300,1300,EPSG:4326,"[2.7000000000043656e-06, 0.0, 121.7270592, 0.0, -2.6999999999988997e-06, 31.4207559]"
data\raw\Shanghai\images\SN3_roads_train_AOI_4_Shanghai_PS-RGB_img1746.tif,data\raw\Shanghai\mask\SN3_roads_train_AOI_4_Shanghai_PS-RGB_img1746.png,Shanghai,1300,1300,EPSG:4326,"[2.7000000000043656e-06, 0.0, 121.7270592, 0.0, -2.7000000000016326e-06, 31.4242659]"
data\raw\Shanghai\images\SN3_roads_train_AOI_4_Shanghai_PS-RGB_img1747.tif,data\raw\Shanghai\mask\SN3_roads_train_AOI_4_Shanghai_PS-RGB_img1747.png,Shanghai,1300,1300,EPSG:4326,"[2.699999999993434e-06, 0.0, 121.7305692, 0.0, -2.7000000000016326e-06, 31.2136659001]"
data\raw\Shanghai\images\SN3_roads_train_AOI_4_Shanghai_PS-RGB_img1749.tif,data\raw\Shanghai\mask\SN3_roads_train_AOI_4_Shanghai_PS-RGB_img1749.png,Shanghai,1300,1300,EPSG:4326,"[2.699999999993434e-06, 0.0, 121.7305692, 0.0, -2.7000000000016326e-06, 31.2206859001]"
data\raw\Shanghai\images\SN3_roads_train_AOI_4_Shanghai_PS-RGB_img175.tif,data\raw\Shanghai\mask\SN3_roads_train_AOI_4_Shanghai_PS-RGB_img175.png,Shanghai,1300,1300,EPSG:4326,"[2.699999999993434e-06, 0.0, 121.6077192, 0.0, -2.7000000000016326e-06, 31.2979059001]"
data\raw\Shanghai\images\SN3_roads_train_AOI_4_Shanghai_PS-RGB_img1750.tif,data\raw\Shanghai\mask\SN3_roads_train_AOI_4_Shanghai_PS-RGB_img1750.png,Shanghai,1300,1300,EPSG:4326,"[2.699999999993434e-06, 0.0, 121.7305692, 0.0, -2.6999999999988997e-06, 31.2241959001]"
data\raw\Shanghai\images\SN3_roads_train_AOI_4_Shanghai_PS-RGB_img1751.tif,data\raw\Shanghai\mask\SN3_roads_train_AOI_4_Shanghai_PS-RGB_img1751.png,Shanghai,1300,1300,EPSG:4326,"[2.699999999993434e-06, 0.0, 121.7305692, 0.0, -2.6999999999988997e-06, 31.2277059001]"
data\raw\Shanghai\images\SN3_roads_train_AOI_4_Shanghai_PS-RGB_img1754.tif,data\raw\Shanghai\mask\SN3_roads_train_AOI_4_Shanghai_PS-RGB_img1754.png,Shanghai,1300,1300,EPSG:4326,"[2.699999999993434e-06, 0.0, 121.7305692, 0.0, -2.7000000000016326e-06, 31.2382359001]"
data\raw\Shanghai\images\SN3_roads_train_AOI_4_Shanghai_PS-RGB_img1756.tif,data\raw\Shanghai\mask\SN3_roads_train_AOI_4_Shanghai_PS-RGB_img1756.png,Shanghai,1300,1300,EPSG:4326,"[2.699999999993434e-06, 0.0, 121.7305692, 0.0, -2.6999999999988997e-06, 31.2452559001]"
data\raw\Shanghai\images\SN3_roads_train_AOI_4_Shanghai_PS-RGB_img1757.tif,data\raw\Shanghai\mask\SN3_roads_train_AOI_4_Shanghai_PS-RGB_img1757.png,Shanghai,1300,1300,EPSG:4326,"[2.699999999993434e-06, 0.0, 121.7305692, 0.0, -2.7000000000016326e-06, 31.2487659001]"
data\raw\Shanghai\images\SN3_roads_train_AOI_4_Shanghai_PS-RGB_img1758.tif,data\raw\Shanghai\mask\SN3_roads_train_AOI_4_Shanghai_PS-RGB_img1758.png,Shanghai,1300,1300,EPSG:4326,"[2.699999999993434e-06, 0.0, 121.7305692, 0.0, -2.6999999999988997e-06, 31.2522759001]"
data\raw\Shanghai\images\SN3_roads_train_AOI_4_Shanghai_PS-RGB_img176.tif,data\raw\Shanghai\mask\SN3_roads_train_AOI_4_Shanghai_PS-RGB_img176.png,Shanghai,1300,1300,EPSG:4326,"[2.699999999993434e-06, 0.0, 121.6077192, 0.0, -2.6999999999988997e-06, 31.3014159001]"
data\raw\Shanghai\images\SN3_roads_train_AOI_4_Shanghai_PS-RGB_img1760.tif,data\raw\Shanghai\mask\SN3_roads_train_AOI_4_Shanghai_PS-RGB_img1760.png,Shanghai,1300,1300,EPSG:4326,"[2.699999999993434e-06, 0.0, 121.7305692, 0.0, -2.6999999999988997e-06, 31.2592959001]"
data\raw\Shanghai\images\SN3_roads_train_AOI_4_Shanghai_PS-RGB_img1764.tif,data\raw\Shanghai\mask\SN3_roads_train_AOI_4_Shanghai_PS-RGB_img1764.png,Shanghai,1300,1300,EPSG:4326,"[2.699999999993434e-06, 0.0, 121.7305692, 0.0, -2.7000000000016326e-06, 31.2733359001]"
data\raw\Shanghai\images\SN3_roads_train_AOI_4_Shanghai_PS-RGB_img1766.tif,data\raw\Shanghai\mask\SN3_roads_train_AOI_4_Shanghai_PS-RGB_img1766.png,Shanghai,1300,1300,EPSG:4326,"[2.699999999993434e-06, 0.0, 121.7305692, 0.0, -2.7000000000016326e-06, 31.2803559001]"
data\raw\Shanghai\images\SN3_roads_train_AOI_4_Shanghai_PS-RGB_img1768.tif,data\raw\Shanghai\mask\SN3_roads_train_AOI_4_Shanghai_PS-RGB_img1768.png,Shanghai,1300,1300,EPSG:4326,"[2.699999999993434e-06, 0.0, 121.7305692, 0.0, -2.6999999999988997e-06, 31.3505559]"
data\raw\Shanghai\images\SN3_roads_train_AOI_4_Shanghai_PS-RGB_img1769.tif,data\raw\Shanghai\mask\SN3_roads_train_AOI_4_Shanghai_PS-RGB_img1769.png,Shanghai,1300,1300,EPSG:4326,"[2.699999999993434e-06, 0.0, 121.7305692, 0.0, -2.6999999999988997e-06, 31.3540659]"
data\raw\Shanghai\images\SN3_roads_train_AOI_4_Shanghai_PS-RGB_img177.tif,data\raw\Shanghai\mask\SN3_roads_train_AOI_4_Shanghai_PS-RGB_img177.png,Shanghai,1300,1300,EPSG:4326,"[2.699999999993434e-06, 0.0, 121.6077192, 0.0, -2.6999999999988997e-06, 31.3049259001]"
data\raw\Shanghai\images\SN3_roads_train_AOI_4_Shanghai_PS-RGB_img1772.tif,data\raw\Shanghai\mask\SN3_roads_train_AOI_4_Shanghai_PS-RGB_img1772.png,Shanghai,1300,1300,EPSG:4326,"[2.699999999993434e-06, 0.0, 121.7305692, 0.0, -2.7000000000016326e-06, 31.3645959]"
data\raw\Shanghai\images\SN3_roads_train_AOI_4_Shanghai_PS-RGB_img1775.tif,data\raw\Shanghai\mask\SN3_roads_train_AOI_4_Shanghai_PS-RGB_img1775.png,Shanghai,1300,1300,EPSG:4326,"[2.699999999993434e-06, 0.0, 121.7305692, 0.0, -2.7000000000016326e-06, 31.3751259]"
data\raw\Shanghai\images\SN3_roads_train_AOI_4_Shanghai_PS-RGB_img1776.tif,data\raw\Shanghai\mask\SN3_roads_train_AOI_4_Shanghai_PS-RGB_img1776.png,Shanghai,1300,1300,EPSG:4326,"[2.699999999993434e-06, 0.0, 121.7305692, 0.0, -2.6999999999988997e-06, 31.3786359]"
data\raw\Shanghai\images\SN3_roads_train_AOI_4_Shanghai_PS-RGB_img1778.tif,data\raw\Shanghai\mask\SN3_roads_train_AOI_4_Shanghai_PS-RGB_img1778.png,Shanghai,1300,1300,EPSG:4326,"[2.699999999993434e-06, 0.0, 121.7305692, 0.0, -2.6999999999988997e-06, 31.3856559]"
data\raw\Shanghai\images\SN3_roads_train_AOI_4_Shanghai_PS-RGB_img1779.tif,data\raw\Shanghai\mask\SN3_roads_train_AOI_4_Shanghai_PS-RGB_img1779.png,Shanghai,1300,1300,EPSG:4326,"[2.699999999993434e-06, 0.0, 121.7305692, 0.0, -2.6999999999988997e-06, 31.3891659]"
data\raw\Shanghai\images\SN3_roads_train_AOI_4_Shanghai_PS-RGB_img178.tif,data\raw\Shanghai\mask\SN3_roads_train_AOI_4_Shanghai_PS-RGB_img178.png,Shanghai,1300,1300,EPSG:4326,"[2.699999999993434e-06, 0.0, 121.6077192, 0.0, -2.7000000000016326e-06, 31.3084359001]"
data\raw\Shanghai\images\SN3_roads_train_AOI_4_Shanghai_PS-RGB_img1780.tif,data\raw\Shanghai\mask\SN3_roads_train_AOI_4_Shanghai_PS-RGB_img1780.png,Shanghai,1300,1300,EPSG:4326,"[2.699999999993434e-06, 0.0, 121.7305692, 0.0, -2.7000000000016326e-06, 31.3926759]"
data\raw\Shanghai\images\SN3_roads_train_AOI_4_Shanghai_PS-RGB_img1781.tif,data\raw\Shanghai\mask\SN3_roads_train_AOI_4_Shanghai_PS-RGB_img1781.png,Shanghai,1300,1300,EPSG:4326,"[2.699999999993434e-06, 0.0, 121.7305692, 0.0, -2.6999999999988997e-06, 31.3961859]"
data\raw\Shanghai\images\SN3_roads_train_AOI_4_Shanghai_PS-RGB_img1784.tif,data\raw\Shanghai\mask\SN3_roads_train_AOI_4_Shanghai_PS-RGB_img1784.png,Shanghai,1300,1300,EPSG:4326,"[2.699999999993434e-06, 0.0, 121.7305692, 0.0, -2.6999999999988997e-06, 31.4067159]"
data\raw\Shanghai\images\SN3_roads_train_AOI_4_Shanghai_PS-RGB_img1786.tif,data\raw\Shanghai\mask\SN3_roads_train_AOI_4_Shanghai_PS-RGB_img1786.png,Shanghai,1300,1300,EPSG:4326,"[2.699999999993434e-06, 0.0, 121.7305692, 0.0, -2.6999999999988997e-06, 31.4137359]"
data\raw\Shanghai\images\SN3_roads_train_AOI_4_Shanghai_PS-RGB_img1788.tif,data\raw\Shanghai\mask\SN3_roads_train_AOI_4_Shanghai_PS-RGB_img1788.png,Shanghai,1300,1300,EPSG:4326,"[2.699999999993434e-06, 0.0, 121.7305692, 0.0, -2.6999999999988997e-06, 31.4207559]"
data\raw\Shanghai\images\SN3_roads_train_AOI_4_Shanghai_PS-RGB_img179.tif,data\raw\Shanghai\mask\SN3_roads_train_AOI_4_Shanghai_PS-RGB_img179.png,Shanghai,1300,1300,EPSG:4326,"[2.699999999993434e-06, 0.0, 121.6077192, 0.0, -2.6999999999988997e-06, 31.3119459001]"
data\raw\Shanghai\images\SN3_roads_train_AOI_4_Shanghai_PS-RGB_img1791.tif,data\raw\Shanghai\mask\SN3_roads_train_AOI_4_Shanghai_PS-RGB_img1791.png,Shanghai,1300,1300,EPSG:4326,"[2.7000000000043656e-06, 0.0, 121.7340792, 0.0, -2.7000000000016326e-06, 31.2206859001]"
data\raw\Shanghai\images\SN3_roads_train_AOI_4_Shanghai_PS-RGB_img1793.tif,data\raw\Shanghai\mask\SN3_roads_train_AOI_4_Shanghai_PS-RGB_img1793.png,Shanghai,1300,1300,EPSG:4326,"[2.7000000000043656e-06, 0.0, 121.7340792, 0.0, -2.6999999999988997e-06, 31.2277059001]"
data\raw\Shanghai\images\SN3_roads_train_AOI_4_Shanghai_PS-RGB_img1795.tif,data\raw\Shanghai\mask\SN3_roads_train_AOI_4_Shanghai_PS-RGB_img1795.png,Shanghai,1300,1300,EPSG:4326,"[2.7000000000043656e-06, 0.0, 121.7340792, 0.0, -2.6999999999988997e-06, 31.2347259001]"
data\raw\Shanghai\images\SN3_roads_train_AOI_4_Shanghai_PS-RGB_img1796.tif,data\raw\Shanghai\mask\SN3_roads_train_AOI_4_Shanghai_PS-RGB_img1796.png,Shanghai,1300,1300,EPSG:4326,"[2.7000000000043656e-06, 0.0, 121.7340792, 0.0, -2.7000000000016326e-06, 31.2382359001]"
data\raw\Shanghai\images\SN3_roads_train_AOI_4_Shanghai_PS-RGB_img1798.tif,data\raw\Shanghai\mask\SN3_roads_train_AOI_4_Shanghai_PS-RGB_img1798.png,Shanghai,1300,1300,EPSG:4326,"[2.7000000000043656e-06, 0.0, 121.7340792, 0.0, -2.6999999999988997e-06, 31.2452559001]"
data\raw\Shanghai\images\SN3_roads_train_AOI_4_Shanghai_PS-RGB_img1799.tif,data\raw\Shanghai\mask\SN3_roads_train_AOI_4_Shanghai_PS-RGB_img1799.png,Shanghai,1300,1300,EPSG:4326,"[2.7000000000043656e-06, 0.0, 121.7340792, 0.0, -2.7000000000016326e-06, 31.2487659001]"
data\raw\Shanghai\images\SN3_roads_train_AOI_4_Shanghai_PS-RGB_img1801.tif,data\raw\Shanghai\mask\SN3_roads_train_AOI_4_Shanghai_PS-RGB_img1801.png,Shanghai,1300,1300,EPSG:4326,"[2.7000000000043656e-06, 0.0, 121.7340792, 0.0, -2.7000000000016326e-06, 31.2557859001]"
data\raw\Shanghai\images\SN3_roads_train_AOI_4_Shanghai_PS-RGB_img1802.tif,data\raw\Shanghai\mask\SN3_roads_train_AOI_4_Shanghai_PS-RGB_img1802.png,Shanghai,1300,1300,EPSG:4326,"[2.7000000000043656e-06, 0.0, 121.7340792, 0.0, -2.6999999999988997e-06, 31.2592959001]"
data\raw\Shanghai\images\SN3_roads_train_AOI_4_Shanghai_PS-RGB_img1803.tif,data\raw\Shanghai\mask\SN3_roads_train_AOI_4_Shanghai_PS-RGB_img1803.png,Shanghai,1300,1300,EPSG:4326,"[2.7000000000043656e-06, 0.0, 121.7340792, 0.0, -2.6999999999988997e-06, 31.2628059001]"
data\raw\Shanghai\images\SN3_roads_train_AOI_4_Shanghai_PS-RGB_img1804.tif,data\raw\Shanghai\mask\SN3_roads_train_AOI_4_Shanghai_PS-RGB_img1804.png,Shanghai,1300,1300,EPSG:4326,"[2.7000000000043656e-06, 0.0, 121.7340792, 0.0, -2.7000000000016326e-06, 31.2663159001]"
data\raw\Shanghai\images\SN3_roads_train_AOI_4_Shanghai_PS-RGB_img1806.tif,data\raw\Shanghai\mask\SN3_roads_train_AOI_4_Shanghai_PS-RGB_img1806.png,Shanghai,1300,1300,EPSG:4326,"[2.7000000000043656e-06, 0.0, 121.7340792, 0.0, -2.7000000000016326e-06, 31.2733359001]"
data\raw\Shanghai\images\SN3_roads_train_AOI_4_Shanghai_PS-RGB_img1807.tif,data\raw\Shanghai\mask\SN3_roads_train_AOI_4_Shanghai_PS-RGB_img1807.png,Shanghai,1300,1300,EPSG:4326,"[2.7000000000043656e-06, 0.0, 121.7340792, 0.0, -2.6999999999988997e-06, 31.2768459001]"
data\raw\Shanghai\images\SN3_roads_train_AOI_4_Shanghai_PS-RGB_img1808.tif,data\raw\Shanghai\mask\SN3_roads_train_AOI_4_Shanghai_PS-RGB_img1808.png,Shanghai,1300,1300,EPSG:4326,"[2.7000000000043656e-06, 0.0, 121.7340792, 0.0, -2.7000000000016326e-06, 31.2803559001]"
data\raw\Shanghai\images\SN3_roads_train_AOI_4_Shanghai_PS-RGB_img181.tif,data\raw\Shanghai\mask\SN3_roads_train_AOI_4_Shanghai_PS-RGB_img181.png,Shanghai,1300,1300,EPSG:4326,"[2.699999999993434e-06, 0.0, 121.6077192, 0.0, -2.6999999999988997e-06, 31.3189659]"
data\raw\Shanghai\images\SN3_roads_train_AOI_4_Shanghai_PS-RGB_img1812.tif,data\raw\Shanghai\mask\SN3_roads_train_AOI_4_Shanghai_PS-RGB_img1812.png,Shanghai,1300,1300,EPSG:4326,"[2.7000000000043656e-06, 0.0, 121.7340792, 0.0, -2.7000000000016326e-06, 31.3575759]"
data\raw\Shanghai\images\SN3_roads_train_AOI_4_Shanghai_PS-RGB_img1813.tif,data\raw\Shanghai\mask\SN3_roads_train_AOI_4_Shanghai_PS-RGB_img1813.png,Shanghai,1300,1300,EPSG:4326,"[2.7000000000043656e-06, 0.0, 121.7340792, 0.0, -2.6999999999988997e-06, 31.3610859]"
data\raw\Shanghai\images\SN3_roads_train_AOI_4_Shanghai_PS-RGB_img1814.tif,data\raw\Shanghai\mask\SN3_roads_train_AOI_4_Shanghai_PS-RGB_img1814.png,Shanghai,1300,1300,EPSG:4326,"[2.7000000000043656e-06, 0.0, 121.7340792, 0.0, -2.7000000000016326e-06, 31.3645959]"
data\raw\Shanghai\images\SN3_roads_train_AOI_4_Shanghai_PS-RGB_img1815.tif,data\raw\Shanghai\mask\SN3_roads_train_AOI_4_Shanghai_PS-RGB_img1815.png,Shanghai,1300,1300,EPSG:4326,"[2.7000000000043656e-06, 0.0, 121.7340792, 0.0, -2.6999999999988997e-06, 31.3681059]"
data\raw\Shanghai\images\SN3_roads_train_AOI_4_Shanghai_PS-RGB_img1816.tif,data\raw\Shanghai\mask\SN3_roads_train_AOI_4_Shanghai_PS-RGB_img1816.png,Shanghai,1300,1300,EPSG:4326,"[2.7000000000043656e-06, 0.0, 121.7340792, 0.0, -2.6999999999988997e-06, 31.3716159]"
data\raw\Shanghai\images\SN3_roads_train_AOI_4_Shanghai_PS-RGB_img1819.tif,data\raw\Shanghai\mask\SN3_roads_train_AOI_4_Shanghai_PS-RGB_img1819.png,Shanghai,1300,1300,EPSG:4326,"[2.7000000000043656e-06, 0.0, 121.7340792, 0.0, -2.7000000000016326e-06, 31.3821459]"
data\raw\Shanghai\images\SN3_roads_train_AOI_4_Shanghai_PS-RGB_img182.tif,data\raw\Shanghai\mask\SN3_roads_train_AOI_4_Shanghai_PS-RGB_img182.png,Shanghai,1300,1300,EPSG:4326,"[2.699999999993434e-06, 0.0, 121.6077192, 0.0, -2.7000000000016326e-06, 31.3224759]"
data\raw\Shanghai\images\SN3_roads_train_AOI_4_Shanghai_PS-RGB_img1823.tif,data\raw\Shanghai\mask\SN3_roads_train_AOI_4_Shanghai_PS-RGB_img1823.png,Shanghai,1300,1300,EPSG:4326,"[2.7000000000043656e-06, 0.0, 121.7340792, 0.0, -2.6999999999988997e-06, 31.3961859]"
data\raw\Shanghai\images\SN3_roads_train_AOI_4_Shanghai_PS-RGB_img1827.tif,data\raw\Shanghai\mask\SN3_roads_train_AOI_4_Shanghai_PS-RGB_img1827.png,Shanghai,1300,1300,EPSG:4326,"[2.7000000000043656e-06, 0.0, 121.7340792, 0.0, -2.7000000000016326e-06, 31.4102259]"
data\raw\Shanghai\images\SN3_roads_train_AOI_4_Shanghai_PS-RGB_img1832.tif,data\raw\Shanghai\mask\SN3_roads_train_AOI_4_Shanghai_PS-RGB_img1832.png,Shanghai,1300,1300,EPSG:4326,"[2.699999999993434e-06, 0.0, 121.7375892, 0.0, -2.6999999999988997e-06, 31.2171759001]"
data\raw\Shanghai\images\SN3_roads_train_AOI_4_Shanghai_PS-RGB_img184.tif,data\raw\Shanghai\mask\SN3_roads_train_AOI_4_Shanghai_PS-RGB_img184.png,Shanghai,1300,1300,EPSG:4326,"[2.699999999993434e-06, 0.0, 121.6077192, 0.0, -2.7000000000016326e-06, 31.3294959]"
data\raw\Shanghai\images\SN3_roads_train_AOI_4_Shanghai_PS-RGB_img1840.tif,data\raw\Shanghai\mask\SN3_roads_train_AOI_4_Shanghai_PS-RGB_img1840.png,Shanghai,1300,1300,EPSG:4326,"[2.699999999993434e-06, 0.0, 121.7375892, 0.0, -2.6999999999988997e-06, 31.2452559001]"
data\raw\Shanghai\images\SN3_roads_train_AOI_4_Shanghai_PS-RGB_img1841.tif,data\raw\Shanghai\mask\SN3_roads_train_AOI_4_Shanghai_PS-RGB_img1841.png,Shanghai,1300,1300,EPSG:4326,"[2.699999999993434e-06, 0.0, 121.7375892, 0.0, -2.7000000000016326e-06, 31.2487659001]"
data\raw\Shanghai\images\SN3_roads_train_AOI_4_Shanghai_PS-RGB_img1842.tif,data\raw\Shanghai\mask\SN3_roads_train_AOI_4_Shanghai_PS-RGB_img1842.png,Shanghai,1300,1300,EPSG:4326,"[2.699999999993434e-06, 0.0, 121.7375892, 0.0, -2.6999999999988997e-06, 31.2522759001]"
data\raw\Shanghai\images\SN3_roads_train_AOI_4_Shanghai_PS-RGB_img1844.tif,data\raw\Shanghai\mask\SN3_roads_train_AOI_4_Shanghai_PS-RGB_img1844.png,Shanghai,1300,1300,EPSG:4326,"[2.699999999993434e-06, 0.0, 121.7375892, 0.0, -2.6999999999988997e-06, 31.2592959001]"
data\raw\Shanghai\images\SN3_roads_train_AOI_4_Shanghai_PS-RGB_img1845.tif,data\raw\Shanghai\mask\SN3_roads_train_AOI_4_Shanghai_PS-RGB_img1845.png,Shanghai,1300,1300,EPSG:4326,"[2.699999999993434e-06, 0.0, 121.7375892, 0.0, -2.6999999999988997e-06, 31.2628059001]"
data\raw\Shanghai\images\SN3_roads_train_AOI_4_Shanghai_PS-RGB_img1846.tif,data\raw\Shanghai\mask\SN3_roads_train_AOI_4_Shanghai_PS-RGB_img1846.png,Shanghai,1300,1300,EPSG:4326,"[2.699999999993434e-06, 0.0, 121.7375892, 0.0, -2.7000000000016326e-06, 31.2663159001]"
data\raw\Shanghai\images\SN3_roads_train_AOI_4_Shanghai_PS-RGB_img1847.tif,data\raw\Shanghai\mask\SN3_roads_train_AOI_4_Shanghai_PS-RGB_img1847.png,Shanghai,1300,1300,EPSG:4326,"[2.699999999993434e-06, 0.0, 121.7375892, 0.0, -2.6999999999988997e-06, 31.2698259001]"
